city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
Ашар;42958;Дагестан;21;Курахский;0502400000600;0
Черемуховское;13266;Омская;15;Омск;5500000103100;-1
Ванюки;13234;Пермский;22;Пермский;5902000000200;-1
Мирный;62116;Челябинская;3;Уйский;7404100003600;0
Макарье;48352;Воронежская;63;Новоусманский;3601700002300;-1
Старобжегокай;16602;Адыгея;61;Тахтамукайский;0100500001900;-1
Андреевка;36016;Кемеровская;54;Кемеровский;4200100000300;-1
Кашниково;57957;Московская;9;Шатура;5000005108700;-1
Беднягина;43102;Краснодарский;7;Тимашевский;2303400000300;-1
"Козловы Горы";15935;Костромская;42;Костромской;4400100010200;-1
Ивановка;45880;Красноярский;13;Ирбейский;2401700001100;0
Дуки;31333;Хабаровский;14;Солнечный;2701500000800;0
Цивильск;3199;"Чувашская Республика -";64;Цивильский;2101600012900;-1
Высыпной;29898;Белгородская;16;Прохоровский;3101500002600;0
"Средняя Турша";48548;"Марий Эл";32;Медведевский;1200800011100;0
Саклов-Баш;23713;Татарстан;39;Сармановский;1603700002100;0
Барвиха;14381;Московская;9;Одинцовский;5002200024000;-1
Беневское;50596;Приморский;18;Лазовский;2500800000200;0
Комсомольский;63420;Ростовская;45;Морозовский;6102500002300;0
Паниково;59918;Московская;9;Серпуховский;5003200011900;-1
Сергеиха;24558;Владимирская;17;Камешковский;3300600001400;0
Алмак;62620;Дагестан;21;Казбековский;0501500000200;0
"Красный Бор";56936;Новгородская;31;Холмский;5301900000900;-1
Якшуново;52553;Калужская;33;Дзержинский;4000600014700;0
Степной;36435;Кемеровская;54;Новокузнецкий;4200900010200;-1
Ачаирский;33343;Омская;15;Омский;5502100000500;-1
"Старые Тукмаклы";45563;Башкортостан;27;Кушнаренковский;0203400005000;0
Онуфриево;55519;Тюменская;52;Исетский;7201000002800;0
Васюково;56683;Московская;9;Солнечногорский;5003300023200;-1
Клетня;2317;Брянская;29;Клетнянский;3201100000100;0
Улу-Юл;49077;Томская;53;Первомайский;7001300004000;0
Рекорд;53208;Саратовская;47;Краснокутский;6401800002500;0
Таврический;74992;Ростовская;45;Неклиновский;6102700015100;0
Пенкино;59904;Московская;9;Талдомский;5003500012600;-1
Мичурино;52012;"Северная Осетия - Алания";79;Ардонский;1500300000600;-1
Левковка;49396;Архангельская;66;Приморский;2900100010100;-1
Фролово;1026;Волгоградская;40;Фролово;3400000600000;-1
Енотаевка;2404;Астраханская;34;Енотаевский;3000400000100;-1
Вольгинский;15230;Владимирская;17;Петушинский;3301200400000;0
Обухово;1706;Московская;9;Солнечногорский;5003300009700;-1
Арефино;37525;Ярославская;35;Рыбинский;7601500056900;-1
"Русское Бурнашево";62971;Татарстан;39;Верхнеуслонский;1601600004900;0
Яркино;52545;Липецкая;60;Становлянский;4801400013700;-1
Деньково;44979;Московская;9;Истринский;5000900064800;-1
Ленинское;54831;Тамбовская;58;Кирсановский;6800700004200;0
Пестово;16174;Московская;9;Балашиха;5000003603700;-1
Глубокое;50051;Воронежская;63;Петропавловский;3602300000600;0
Чуртан;59303;Тюменская;52;Викуловский;7200700005400;-1
"Аэропорт Красноярск";55690;Красноярский;13;Емельяновский;2401200008300;0
Ботаническое;38205;Крым;90;Раздольненский;9101000000700;0
Шардонемь;52358;Архангельская;66;Пинежский;2901500004400;0
Змейка;15412;Ставропольский;19;Минераловодский;2601700001000;-1
Шуйга;42376;Архангельская;66;Пинежский;2901500004800;0
"Старое Михайловское";42424;Удмуртская;48;Завьяловский;1800900010900;-1
Рогожино;45520;Липецкая;60;Задонский;4800900010000;-1
Новоуспенка;57048;Красноярский;13;Абанский;2400200004100;-1
Кызлас;55357;Хакасия;74;Аскизский;1900300002700;0
Севастьяново;36900;Ленинградская;26;Приозерский;4701500051000;-1
Попово-Лежачи;48184;Курская;62;Глушковский;4600400004100;0
Альметьевск;1054;Татарстан;39;Альметьевский;1600800100000;-1
Сысои;47450;Рязанская;41;Сараевский;6201700013900;0
Карпово;31848;Башкортостан;27;Уфа;0200000103400;-1
Бородино;44577;Костромская;42;Шарьинский;4402400002200;-1
Тарутино;50211;Брянская;29;Почепский;3202000022100;0
Макарово;51934;Ярославская;35;Некрасовский;7601000014400;0
Сергиевская;56012;Волгоградская;40;Даниловский;3400500003400;-1
Выгоничи;2311;Брянская;29;Выгоничский;3200300000100;-1
"Сосновый Бор";31650;Ленинградская;26;Выборгский;4700600016200;-1
Дмитриевское;52744;Пермский;22;Ильинский;5900800016000;0
Карасук;739;Новосибирская;23;Карасукский;5400900100000;-1
Апанасовка;56983;Ростовская;45;Белокалитвинский;6100500008500;-1
Чапаево;13391;Самарская;57;Красноярский;6301600008400;0
Новозахаркино;39160;Саратовская;47;Духовницкий;6401200001400;0
Киясово;14747;Удмуртская;48;Киясовский;1801500000100;-1
Рыкайлово;61620;Псковская;30;Локнянский;6000900002600;0
Маягас;48961;"Саха /Якутия/";10;Усть-Алданский;1402900001400;0
Новоселово;57553;Сахалинская;20;Томаринский;6501300001000;-1
Марково;55761;Курганская;28;Кетовский;4500900008000;0
Лопово;54323;"Марий Эл";32;Мари-Турекский;1200700005600;0
Железнодорожный;33701;Ростовская;45;Цимлянский;6104200000700;0
Николаевка;63610;Башкортостан;27;Бирский;0201300004000;0
Бараба;38240;Курганская;28;Кетовский;4500900000200;0
"Чиндант 1-й";37739;Забайкальский;49;Ононский;7501800002400;0
"Малое Верево";2697;Ленинградская;26;Гатчинский;4700700011800;-1
Ура-Губа;34382;Мурманская;43;Кольский;5100300004100;0
Озеро-Карачи;23039;Новосибирская;23;Чановский;5402700006200;-1
Пульниково;43801;Свердловская;24;Пышминский;6602000002400;-1
Телебукино;2952;Рязанская;41;Касимовский;6200500018900;-1
Локотки;31850;Башкортостан;27;Уфа;0200000106900;-1
Разбегаевка;53142;Орловская;36;Свердловский;5701900008400;-1
Глафировка;36188;Краснодарский;7;Щербиновский;2303900000300;-1
Новомихайловка;59637;Московская;9;Можайский;5001800020400;-1
Халкидон;36482;Приморский;18;Черниговский;2502300002100;0
Спасское;22881;Владимирская;17;Владимир;3300000102100;-1
Гадалей;61948;Иркутская;4;Тулунский;3802000002800;0
Верхнечирский;62173;Волгоградская;40;Суровикинский;3403000004700;0
Мартыново;58915;Московская;9;Дмитровский;5000500023500;-1
Преображенка;44368;Саратовская;47;Пугачевский;6402800001400;0
Куземьярово;34506;Пермский;22;Бардымский;5900200008200;-1
Коммунары;39386;Крым;90;Красногвардейский;9100500002700;-1
Астапово;37466;Московская;9;Луховицы;5000004800400;-1
Богданов;74942;Ростовская;45;Каменский;6101600001200;0
Кара-Якупово;50559;Башкортостан;27;Чишминский;0205000008700;0
Петрушино-3;61412;Московская;9;Ленинский;5001400600100;-1
Иня;56398;Алтайский;2;Шелаболихинский;2206000000700;-1
Навля;41579;Орловская;36;Шаблыкинский;5702400000600;-1
"Сдт 4";54845;Свердловская;24;Пригородный;6601900013400;0
Хуртэй;45347;Бурятия;12;Кижингинский;0301000002000;0
Першино;60069;Московская;9;Наро-Фоминск;5000005210700;0
Фролищи;43895;Нижегородская;67;Володарский;5201600002800;0
"Зубова Поляна";14658;Мордовия;68;Зубово-Полянский;1300900000100;0
Лушино;42529;Крым;90;Сакский;9101100006800;0
Адага;59495;Дагестан;21;Кайтагский;0501600000200;-1
"Большое Курапово";56072;Московская;9;Талдомский;5003500001600;-1
Звезда;46650;Свердловская;24;Слободо-Туринский;6602300001600;-1
Успенское;56887;Тульская;37;Чернский;7102300024300;-1
Аржановская;38136;Волгоградская;40;Алексеевский;3400200000200;0
Копьево;1150;Хакасия;74;Орджоникидзевский;1900600002200;0
Седлистое;36567;Астраханская;34;Икрянинский;3000500004800;0
Семушино;24412;Кировская;44;Зуевский;4301000007700;0
Вис;52325;Коми;1;Сосногорск;1100000600500;0
Казанка-20;47497;Кемеровская;54;Чебулинский;4201600000700;0
Первомайский;3036;Тамбовская;58;Первомайский;6801400000100;-1
"Вольная Горка";36548;Новгородская;31;Батецкий;5300200000200;0
Новонукутский;883;Иркутская;4;Нукутский;3813100000100;0
Готовье;29939;Белгородская;16;Красненский;3101100001200;-1
Керамик;63173;Ставропольский;19;Новоалександровский;2601900000900;0
Ощепково;52990;Пермский;22;Усольский;5902400000600;0
Логиновка;47297;Саратовская;47;Краснокутский;6401800002100;0
Ая;13480;Алтайский;2;Алтайский;2200300000200;-1
Отскочное;48643;Липецкая;60;Хлевенский;4801700003400;-1
Лазарицы;31431;Новгородская;31;Парфинский;5301300000700;0
Кирова;43619;Волгоградская;40;Светлоярский;3402600000800;0
Анино;42656;Москва;81;Марушкинское;7700900001800;-1
Веретье;62767;Рязанская;41;Спасский;6202000001500;0
Гуленовка;44373;Пензенская;69;Сердобский;5802500000700;0
Каркатеевы;22961;"Ханты-Мансийский Автономный округ - Югра";11;Нефтеюганский;8600500000200;-1
Николаевская;52365;Краснодарский;7;Успенский;2303700001800;-1
Ушаки;35449;Ленинградская;26;Тосненский;4701800001200;-1
"Дружная Горка";38073;Ленинградская;26;Гатчинский;4700700006000;0
Санково;17112;Белгородская;16;Грайворонский;3100700003300;0
Мельниково;43810;Алтайский;2;Новичихинский;2203100001000;0
Рухтино;34721;Башкортостан;27;Дуванский;0202000004300;-1
Трудовой;47980;Краснодарский;7;Гулькевичский;2300900007100;-1
Зобнино;56190;Ивановская;8;Кинешемский;3700700008400;-1
Сосновка;42552;Омская;15;"Азовский немецкий национальный";5500200002500;-1
"Невская Дубровка";35053;Ленинградская;26;Всеволожский;4700500307100;-1
Молосковицы;51502;Ленинградская;26;Волосовский;4700300009900;-1
Бряндино;48266;Ульяновская;70;Чердаклинский;7302100000900;0
Лянгасово;13933;Кировская;44;Киров;4300000107800;-1
Волконское;45097;Калужская;33;Козельский;4001200014100;0
Субботники;44983;Пермский;22;Верещагинский;5900500020000;-1
Суворовское;15754;Крым;90;Сакский;9101100006900;-1
Муром;17058;Белгородская;16;Шебекинский;3102000005700;-1
Дегва;50093;Дагестан;21;Сергокалинский;0503100001200;0
Солманово;15882;Московская;9;Одинцовский;5002200018800;-1
"Пироговский Участок";54576;Рязанская;41;Спасский;6202000010400;0
Новоселово;61793;Владимирская;17;Киржачский;3300700008000;0
"Большая Кандарать";46245;Ульяновская;70;Карсунский;7300600000600;0
Подольский;58016;Краснодарский;7;Апшеронский;2300400004300;-1
Фосфорит;51449;Ленинградская;26;Кингисеппский;4700800047400;-1
Корабсельки;33458;Ленинградская;26;Всеволожский;4700500004800;-1
Костромская;36091;Краснодарский;7;Мостовский;2302300001900;-1
"Каменная Балка";44305;Ставропольский;19;Благодарненский;2600600000700;0
Высочки;57223;Московская;9;Лотошинский;5001500002400;-1
Луговое;33353;Омская;15;Таврический;5502700001800;0
Карамышево;34311;Алтайский;2;Змеиногорский;2201500001000;0
Балахна;43617;Липецкая;60;Задонский;4800900000900;-1
Тоннельный;42955;Ставропольский;19;Кочубеевский;2601300003700;-1
Тарханы;61796;Мордовия;68;Темниковский;1302000009300;0
Краснопартизанск;50057;Дагестан;21;Сергокалинский;0503100001700;0
Ровное;14647;Саратовская;47;Ровенский;6402900000100;0
Егва;36588;Пермский;22;Кудымкарский;5903200009000;-1
Чурсино;30882;Белгородская;16;Яковлевский;3102100008800;0
"Новый Кинер";36760;Татарстан;39;Арский;1601000006700;0
Лысогорский;57308;Ставропольский;19;Минераловодский;2601700004000;-1
Ценогора;54387;Архангельская;66;Лешуконский;2901100004600;0
"Сосновый Бор";15784;Кировская;44;Оричевский;4302500018300;0
"станции Холщёвики";60500;Московская;9;Истринский;5000900054600;-1
Мишкино;14617;Курганская;28;Мишкинский;4501300000100;-1
Шейно;52208;Пензенская;69;Пачелмский;5802400004900;0
Олейницкий;30474;Белгородская;16;Волоконовский;3100600005200;0
Завидово;33943;Рязанская;41;Чучковский;6202300000700;0
Сергейково;60338;Московская;9;Дмитровский;5000500037400;-1
Тверской;46564;Краснодарский;7;Крыловский;2301700003200;-1
Кули;43579;Дагестан;21;Кулинский;0502200000500;0
Бузланово;15443;Московская;9;Красногорск;5000004901100;-1
Октябрь;50299;Ярославская;35;Некоузский;7600900026100;0
Строителей;62722;Татарстан;39;Нижнекамский;1603100100200;-1
Ворыпаево;57132;Московская;9;Воскресенский;5000400001800;-1
Усть-Камчатск;13564;Камчатский;55;Усть-Камчатский;4100900000100;0
Бекетово;17185;Московская;9;Клинский;5001100001600;-1
Сарженка;45941;Ленинградская;26;Всеволожский;4700508600000;-1
Дроняевский;53384;Курская;62;Курчатовский;4601200005400;-1
Новоприморский;42952;Ростовская;45;Неклиновский;6102700011100;0
Расулево;48033;Башкортостан;27;Учалинский;0204600004200;-1
Шевелева;43153;Курганская;28;Катайский;4500800004400;-1
"Черкасское Поречное";45443;Курская;62;Суджанский;4602300003300;0
Струги;2891;Псковская;30;Новосокольнический;6001200022800;-1
Синегорский;62969;Свердловская;24;Пригородный;6601900007500;0
Кизилюрт;2490;Дагестан;21;Кизилюрт;0500000700000;-1
Мелехино;42304;Тюменская;52;Бердюжский;7200500000400;0
Холмогой;51875;Иркутская;4;Заларинский;3800700001800;0
"Тамбовский лесхоз";55367;Тамбовская;58;Тамбовский;6800100017400;0
Поныри;32063;Курская;62;Поныровский;4601800000100;0
Мостищи;59143;Московская;9;Коломна;5000002707700;-1
Антипинка;47310;"Чувашская Республика -";64;Порецкий;2101400004100;0
Черлак;712;Омская;15;Черлакский;5503200004100;0
Исавицы;58472;Московская;9;Можайский;5001800012100;-1
Комсомольский;37427;Тульская;37;Киреевский;7101400017300;-1
Кизляр;2493;Дагестан;21;Кизляр;0500000800000;-1
Иссад;1311;Ленинградская;26;Волховский;4700400009200;-1
Пригородное;46418;Амурская;56;Белогорский;2800300003300;0
Пеневичи;62520;Калужская;33;Хвастовичский;4002400001400;0
Фоминки;62498;Владимирская;17;Гороховецкий;3300400013300;0
Сюльдюкар;47547;"Саха /Якутия/";10;Мирнинский;1401700000900;0
Дыгулыбгей;35203;Кабардино-Балкарская;78;Баксан;0700000300100;-1
"Большая Казинка";22861;Воронежская;63;Павловский;3602100001000;0
Рудовка;62294;Иркутская;4;Жигаловский;3800600002900;0
Сарсы-Первые;37903;Свердловская;24;Красноуфимский;6601500006500;-1
"Большая Кульга";56968;Татарстан;39;Рыбно-Слободский;1603500001100;-1
Кармолино-Гидроицкий;16699;Адыгея;61;Кошехабльский;0100200000900;-1
Курки;46694;Свердловская;24;Артинский;6600400002900;-1
Зеленково;57809;Московская;9;Истринский;5000900069100;-1
Березник;48446;Архангельская;66;Устьянский;2901700000500;0
Новопоречье;59640;Московская;9;Можайский;5001800020500;-1
Узя;45720;Башкортостан;27;Мелеузовский;0203500007000;0
Роговский;31286;Ростовская;45;Егорлыкский;6101100003600;0
Межовка;53059;Новосибирская;23;Кыштовский;5401700003200;0
Мошенское;2819;Новгородская;31;Мошенской;5301100000100;-1
Ипатова;43149;Курганская;28;Катайский;4500800001900;-1
Сейва;44977;Пермский;22;Гайнский;5902900003600;0
Конево;34641;Свердловская;24;Невьянский;6601600001700;-1
Чапаевское;61956;Оренбургская;5;Сакмарский;5600500002800;0
Истровка;57429;Калининградская;38;Гвардейский;3900300002400;-1
Черновец;52546;Курская;62;Пристенский;4601900006000;0
Тыргетуй;44826;Забайкальский;49;Карымский;7501000003000;0
Успенье;60758;Московская;9;Волоколамский;5000300021200;-1
Тутаев;1409;Ярославская;35;Тутаевский;7601600100000;-1
Плоское;30537;Белгородская;16;Корочанский;3101000009300;0
Лесной;54090;Ростовская;45;Матвеево-Курганский;6102200004200;0
Берёзовка;47964;Орловская;36;Покровский;5701800001100;-1
Вязовое;62639;Оренбургская;5;Ташлинский;5605400000800;0
Яковлево;52352;Татарстан;39;Елабужский;1601900005200;0
Шелота;59390;Вологодская;51;Верховажский;3500700001400;-1
Лесколово;31837;Ленинградская;26;Всеволожский;4700505600000;-1
Грибовка;43240;Амурская;56;Архаринский;2800200000500;0
Томское;49256;Амурская;56;Серышевский;2801600004200;0
Кайбицы;1535;Татарстан;39;Буинский;1601500002500;0
Сегежа;2569;Карелия;73;Сегежский;1001400100000;-1
Избоищи;43557;Вологодская;51;Чагодощенский;3502400001300;0
"Большое Гридино";35370;Московская;9;Егорьевск;5000003901500;-1
Воровсколесская;35706;Ставропольский;19;Андроповский;2600300000300;0
Толмачев;30800;Белгородская;16;Волоконовский;3100600007500;0
"Нижний Бестях";14556;"Саха /Якутия/";10;Мегино-Кангаласский;1401600001200;0
Стрелица-Вторая;30755;Белгородская;16;Шебекинский;3102000008900;0
Сосновый;15784;Кировская;44;Киров;4300000113700;-1
"Буткинское Озеро";53612;Свердловская;24;Талицкий;6602800001900;0
Целинный;50432;Саратовская;47;Ершовский;6401400005600;0
Широко-Атамановский;47186;Ростовская;45;Морозовский;6102500005700;0
Горбово;49989;Тверская;50;Калязинский;6901100600500;0
Студеный;46521;Саратовская;47;Петровский;6402600006100;0
Бяльково;56626;Московская;9;Орехово-Зуевский;5002400002500;-1
Онуфриево;32833;Московская;9;Истринский;5000900068400;-1
"Средняя Ольшанка";30724;Белгородская;16;Прохоровский;3101500011700;0
Аделино;44709;Рязанская;41;Шиловский;6202500000300;0
Литовко;35934;Хабаровский;14;Амурский;2700200001400;0
Лазурное;30272;Белгородская;16;Волоконовский;3100600003900;0
Гостицы;44934;Ленинградская;26;Сланцевский;4701600002500;0
Косино;15757;Кировская;44;Зуевский;4301000004400;0
Элита;35572;Красноярский;13;Емельяновский;2401200007000;-1
Мыс-Каменный;54533;Ямало-Ненецкий;6;Ямальский;8900700000200;0
Васильевка;29833;Белгородская;16;Новооскольский;3101400001700;0
Черкасское;57305;Пензенская;69;Пачелмский;5802400004700;-1
Среднебелое;43885;Амурская;56;Ивановский;2800700002600;0
Ямки;30936;Белгородская;16;Новооскольский;3101400011100;0
Дубовка;46527;Тульская;37;Узловский;7102200026600;-1
Яр;40053;Свердловская;24;Талицкий;6602800011000;-1
Змеинка;36347;Рязанская;41;Михайловский;6200900200300;0
"Левая Россошь";23816;Воронежская;63;Каширский;3601400001900;-1
"Долгие Буды";43063;Курская;62;Беловский;4600200001000;0
Великое;14518;Ярославская;35;Гаврилов-Ямский;7600500001800;-1
Тумнин;35959;Хабаровский;14;Ванинский;2700500001900;0
Ельня;39100;Смоленская;65;Гагаринский;6700400007100;0
Бабарыкино;52058;Томская;53;Шегарский;7001600000300;0
Сончино;34034;Воронежская;63;Каменский;3601200003100;0
Покрово-Пригородное;33945;Тамбовская;58;Тамбовский;6800100008600;-1
Юрюзань;14541;Челябинская;3;Катав-Ивановский;7401000100000;-1
Панковка;23089;Новгородская;31;Новгородский;5300100002000;-1
"им Артема";46211;Владимирская;17;Камешковский;3300600000200;0
Ногово;59647;Московская;9;Клинский;5001100015000;-1
Стодеревская;43028;Ставропольский;19;Курский;2601500001200;-1
Часовня;49471;Архангельская;66;Холмогорский;2901800037300;0
Зеленый;30062;Белгородская;16;Прохоровский;3101500004900;0
Серпухов-11;60366;Московская;9;Серпуховский;5003200017500;-1
Ларино;13884;Челябинская;3;Уйский;7404100002900;-1
"Мордовская Поляна";45474;Мордовия;68;Зубово-Полянский;1300900006100;0
"Зеленая Поляна";47060;Алтайский;2;Ключевский;2201900000500;0
Багульный;59538;Забайкальский;49;Чернышевский;7502600009200;-1
Зерново;52507;Брянская;29;Суземский;3202400001100;0
Спешнево-Ивановское;42364;Липецкая;60;Данковский;4800400013100;-1
Лебяжий;31888;Башкортостан;27;Уфимский;0200100002500;-1
Романовка;62801;Оренбургская;5;Шарлыкский;5605000004000;0
"Нижнее Сарлайкино";47485;"Марий Эл";32;Горномарийский;1200300013000;0
Сизовка;37379;Крым;90;Сакский;9101100006200;0
Сура;47881;Пензенская;69;Никольский;5802300005300;0
Вольдино;62483;Коми;1;Усть-Куломский;1101800001200;0
Волхов;974;Ленинградская;26;Волховский;4700400401100;-1
Лемешки;43969;Владимирская;17;Суздальский;3301600000800;0
Редькино;36891;Московская;9;Озеры;5000004003100;-1
"Новая Мельница";34960;Новгородская;31;Новгородский;5300100013400;-1
"Верхнее Пикалово";56818;Московская;9;Чехов;5000005301600;-1
Беллык;33487;Красноярский;13;Краснотуранский;2402300000300;0
Вильгорт;50390;Пермский;22;Чердынский;5902700000600;0
Белая;50084;Псковская;30;Дновский;6000600000200;0
Красногорский;23952;Кемеровская;54;Полысаево;4200001100100;-1
Гончаровка;54590;Курская;62;Суджанский;4602300004800;0
Кулустай;43264;Амурская;56;Архаринский;2800200001600;0
Лозной;35178;Ростовская;45;Цимлянский;6104200001900;0
Розет;45891;Ростовская;45;Красносулинский;6101900006200;0
Ак-Довурак;3067;Тыва;75;Ак-Довурак;1700000200000;0
Октябрьский;46361;Алтайский;2;Кулундинский;2202400002400;0
Синдор;16943;Коми;1;Княжпогостский;1100600005000;0
Кидеро;36922;Дагестан;21;Цунтинский;0504100000600;0
Новатор;45391;Краснодарский;7;Ейский;2301100002000;-1
Ивановка;36931;Тюменская;52;Уватский;7201800000700;0
Верхневеселое;46002;Краснодарский;7;Сочи;2300000714200;-1
Колычево;35373;Московская;9;Егорьевск;5000003907400;-1
Малышева;57072;Курганская;28;Каргапольский;4500700004900;-1
Парфеновка;36046;Самарская;57;Кинельский;6301200003300;0
Ушаково;53723;Кемеровская;54;Промышленновский;4201100005500;-1
Алексеевка;62708;Ростовская;45;Матвеево-Курганский;6102200000500;0
Воейково;31955;Ленинградская;26;Всеволожский;4700500001600;-1
Каверино;17230;Московская;9;Ступино;5000005420100;-1
Колочь;58119;Московская;9;Можайский;5001800013400;-1
Теплое;50166;Курская;62;Черемисиновский;4602700008200;0
Решеты;16005;Свердловская;24;Первоуральск;6600001602100;-1
Быньговский;15967;Свердловская;24;Невьянский;6601600004700;-1
Мамырь;36838;Иркутская;4;Братский;3800500002900;0
Исянгильдино;53622;Оренбургская;5;Александровский;5604200003300;0
Одоевское;46883;Костромская;42;Шарьинский;4402400012900;0
Килпъявр;15842;Мурманская;43;Кольский;5100300001600;0
Васильевский;47712;Воронежская;63;Таловский;3603000002000;0
Амерево;55163;Московская;9;Коломна;5000002700700;0
Загородный;62402;Башкортостан;27;Стерлитамакский;0204200007000;0
Коденцово;61423;Воронежская;63;Каменский;3601200001400;0
Гордово;57579;Московская;9;Истринский;5000900070400;-1
Падовка;42883;Самарская;57;Пестравский;6301800002300;0
Бреховская;56234;Московская;9;Егорьевск;5000003901800;-1
Покровск;1488;"Саха /Якутия/";10;Хангаласский;1403200100000;0
Житово-Дедово;61940;Тульская;37;Щекинский;7102400005100;0
Обское;55854;Томская;53;Чаинский;7001500002800;0
Росстани;50278;Орловская;36;Ливенский;5701300011900;-1
Нечаевский;24371;Новосибирская;23;Тогучинский;5402401300000;0
Свистуха;61206;Московская;9;Дмитровский;5000500036500;-1
Гречаников;29947;Белгородская;16;Алексеевский;3100200002800;-1
Богатовка;15798;Крым;90;Судак;9100000501300;-1
Екатеринославка;61605;Оренбургская;5;Тюльганский;5600700001500;0
Вялово;63511;Владимирская;17;Петушинский;3301200003100;0
"Красная Батарея";34855;Краснодарский;7;Крымский;2301800003700;-1
Старокулево;56186;Башкортостан;27;Нуримановский;0203900003400;-1
Беляковское;46623;Свердловская;24;Талицкий;6602800001000;-1
Лежанка;33416;Омская;15;Горьковский;5500500002400;0
Ясенев;30943;Белгородская;16;Красногвардейский;3101200008700;-1
Хметьево;60910;Московская;9;Солнечногорский;5003300015700;-1
Октябрьский;33326;Краснодарский;7;Северский;2302900004000;-1
"Новый Поселок";30457;Белгородская;16;Ивнянский;3100900002800;0
Новоуткинск;15997;Свердловская;24;Первоуральск;6600001601800;-1
Дружная;53379;Курская;62;Курчатовский;4601200000900;-1
Брянское;43639;Крым;90;Бахчисарайский;9100100006900;-1
Песчаное;48096;Курская;62;Беловский;4600200003700;0
Новосаратовка;13058;Ленинградская;26;Всеволожский;4700501600000;-1
Залиман;35671;Воронежская;63;Богучарский;3600400001800;0
"Сосновый Лог";49849;Алтайский;2;Кытмановский;2202600002200;0
Берли;50258;Татарстан;39;Высокогорский;1601700001000;0
Новохуторное;17078;Белгородская;16;Красногвардейский;3101200005400;-1
Починки;61663;Мордовия;68;Большеберезниковский;1300500002500;0
Рисоопытный;45298;Краснодарский;7;Красноармейский;2301600004000;-1
Киселевка;35585;Ростовская;45;Заветинский;6101200000800;0
Майя;1422;"Саха /Якутия/";10;Мегино-Кангаласский;1401600000100;0
"1 Мая";44405;Костромская;42;Костромской;4400100014000;-1
Красноармейский;62657;Волгоградская;40;Кумылженский;3401600000900;0
Кожым;23982;Коми;1;Инта;1100000400600;0
Ясногорский;43596;Оренбургская;5;Новосергиевский;5602000006500;0
Сертолово;1209;Ленинградская;26;Сертолово;4700000000100;-1
Васильевское;13768;"Марий Эл";32;Юринский;1201500000700;0
Драченино;23871;Кемеровская;54;Ленинск-Кузнецкий;4200600001100;-1
Троицкий;37560;Башкортостан;27;Благоварский;0201400005200;0
Изобильное;39219;Крым;90;Кировский;9100400002400;-1
Чамлыкская;36650;Краснодарский;7;Лабинский;2302100005100;-1
Желудьево;62426;Владимирская;17;Петушинский;3301200005300;0
Анаш;37064;Красноярский;13;Новоселовский;2403000000300;0
Сокол;2740;Магаданская;59;Магадан;4900000100200;-1
Москаленский;33401;Омская;15;Марьяновский;5501300002100;0
Коркино;62569;Ленинградская;26;Всеволожский;4700500004900;-1
Солнцевка;30712;Белгородская;16;Белгородский;3102200007500;0
Рождественно;42700;Москва;81;Роговское;7701500001600;-1
Клявлино;1038;Самарская;57;Клявлинский;6301300001900;0
Подсосенье;60196;Московская;9;Можайский;5001800022600;-1
Чапаево;39405;Крым;90;Красногвардейский;9100500002200;-1
Кузьма;49122;Удмуртская;48;Кезский;1801300014400;0
Горетовка;39026;Московская;9;Солнечногорский;5003300018100;-1
Мостовая;51642;Свердловская;24;Режевской;6602100001800;-1
Новоберезовка;39549;Красноярский;13;Идринский;2401500002800;0
"Птицесовхоз ""Сараст""";48949;Мордовия;68;Атяшевский;1300400005000;0
"Каменный Яр";51032;Красноярский;13;Емельяновский;2401200007300;0
Хутора;49430;Курганская;28;Лебяжьевский;4501100004100;0
Чибижек;52338;Красноярский;13;Курагинский;2402400007500;0
Карымкары;33226;"Ханты-Мансийский Автономный округ - Югра";11;Октябрьский;8600700000800;0
Калачевский;47378;Волгоградская;40;Киквидзенский;3401200003800;0
Емельяново;837;Красноярский;13;Емельяновский;2401200009600;-1
Перенка;62728;Смоленская;65;Рославльский;6701600022100;0
Торопец;1460;Тверская;50;Торопецкий;6903400100000;0
Кабаново;15123;Московская;9;Ногинский;5002100004800;-1
"Нижняя Байгора";54553;Воронежская;63;Верхнехавский;3600800003600;0
Кухтино;33205;Удмуртская;48;Каракулинский;1801200001800;0
"Большие Маламасы";53187;"Марий Эл";32;Звениговский;1200400000500;0
Павино;35150;Костромская;42;Павинский;4401600000100;0
Кубанское;39500;Крым;90;Симферопольский;9101200007700;-1
Пестрецово;54483;Ярославская;35;Ярославский;7600100038600;0
Керчикский;47606;Ростовская;45;Усть-Донецкий;6104000001500;0
"Петров Вал";47201;Волгоградская;40;Камышинский;3401100200000;-1
Песчанка;55272;Саратовская;47;Самойловский;6403200002400;0
Беляевский;48761;Краснодарский;7;Белореченский;2300600000600;-1
Рассвет;45840;Свердловская;24;Слободо-Туринский;6602300004200;-1
Береговое;16079;Крым;90;Феодосия;9100001000800;-1
Сосновка;48727;Новосибирская;23;Новосибирский;5400100007600;0
Шубенка;47346;Алтайский;2;Зональный;2201600002200;0
"Красный Октябрь";53135;Владимирская;17;Гусь-Хрустальный;3300500007000;0
Кузнецово;52544;"Марий Эл";32;Горномарийский;1200300008300;-1
Иглино;673;Башкортостан;27;Иглинский;0202400000100;-1
